County,State,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Latino Population,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,Median Age,lon,lat,Adult.obesity,Diabetes,Uninsured,Unemployment
Portsmouth city, Virginia,18.3,81.7,18.7,6.4,67.2,26713.20921,41.55,51.85,0.4,1,2.45,2.8,31.7,11.85,98104,52.6,15.2,0.404,25.75,30.2,20.4,25.3,0.2,11.55,12.35,35.3,-76.3562686,36.8594298,0.401,0.138,0.155,0.083
Powhatan County, Virginia,20.7,79.3,21.9,8,79.9,33383.08635,80.2,16.75,0.15,0.45,0.95,1.55,3.3,7.65,27690,64.9,4.5,0.399,3.9,42.6,10.9,27.75,0.75,10.85,7.2,40.3,-77.9128553,37.5494041,0.292,0.102,0.14,0.054
Prince Edward County, Virginia,18.8,81.2,18.5,7.6,86.85,14194.64318,62.35,33.8,0.25,0.5,1.45,1.65,21.95,7.35,22474,73.1,16.6,0.451,19.7,26.35,31.05,21.4,1.2,9.75,10.3,31.4,-78.4329574,37.2248813,0.338,0.101,0.175,0.087
Prince George County, Virginia,13.9,86.1,17.2,6.2,65.85,33376.33746,56.75,32.65,0.55,1.8,2.1,6.2,9.7,6.6,36044,37.6,6.1,0.367,8.4,31.1,13.25,26.1,0.1,12.8,16.7,36.6,-77.2209931,37.1873255,0.36,0.126,0.115,0.065
Prince William County, Virginia,11.6,88.4,37.5,14.7,75.75,42966.69207,50.6,19.2,0.25,7.2,3.35,19.4,7.55,5.4,381456,39.5,5.2,0.366,7.15,42.85,14.8,24.35,0.1,11,6.95,33.3,-77.4788873,38.7023317,0.282,0.075,0.139,0.049
Pulaski County, Virginia,20.9,79.1,13.9,4.2,74.8,25728.25937,91.25,5.6,0.15,0.5,1.25,1.2,26.8,12.2,34891,37.5,15.05,0.403,20.45,26.15,15.1,25.5,0.4,9,23.8,43.1,-80.7134439,37.0633853,0.274,0.112,0.157,0.065
Radford city, Virginia,11.1,88.9,35.1,12.8,90,7026.062222,85.7,8,0.1,2.15,2.1,1.95,16.2,6.95,16235,32.8,31.9,0.483,16.45,34.15,24.85,25.45,0.2,6.75,8.6,21.7,-80.5570481,37.120036,0.284,0.075,0.184,0.077
Rappahannock County, Virginia,20.2,79.8,37.4,13.9,78,33346.60762,90.1,4.95,0.4,0.4,1.9,2.2,10.35,8.85,7272,42.6,10.1,0.48,14.25,39.8,15.1,20.4,1.9,15.4,7.35,46.8,-78.1688241,38.6845215,0.264,0.113,0.159,0.05
Richmond city, Virginia,19.8,80.2,32.6,13,73.3,24237.08921,39.4,50.65,0.25,1.95,2.25,5.55,37.2,15.5,202595,38,23.7,0.533,36.95,36.55,20.85,25,0.15,7.45,10,32.6,-77.4760085,37.531399,0.279,0.096,0.189,0.085
Richmond County, Virginia,25.4,74.6,9.8,2.8,69.8,25681.3054,62.5,31.2,0.5,0.3,1.05,4.4,7.25,17.5,9162,57.2,10.55,0.445,9.8,20.25,18.75,31.2,4.3,11.3,14.2,42.7,-76.7305609,37.9428935,0.312,0.118,0.185,0.087
Roanoke city, Virginia,19.1,80.9,21.9,7.8,72.05,25463.82889,64.7,27.15,0.3,1.5,2.3,4.1,34.65,11.05,95151,54.4,19.75,0.459,30.8,29.15,19.4,27.45,0.1,8.1,15.75,38.7,-79.9584716,37.2778301,0.356,0.108,0.182,0.073
Roanoke County, Virginia,10.3,89.7,32.6,11.3,79,34445.16794,89.05,5.05,0.15,2.5,1.25,2,11.05,4.45,91140,50,5.2,0.398,6.9,40.65,11.3,28.15,0.1,7.1,12.7,42.5,-80.1901101,37.3310768,0.266,0.105,0.114,0.052
Rockbridge County, Virginia,20.4,79.6,21.8,7.5,76.8,24835.80794,93.8,3.4,0.2,0.3,1.4,0.85,9.45,9.75,21809,30,12,0.426,14.35,30.35,16.75,20.75,1.6,11.6,18.95,45.3,-79.4477537,37.8145174,0.279,0.129,0.173,0.059
Rockingham County, Virginia,22.1,77.9,21.9,8.2,73.4,27942.65524,91.75,1.65,0.1,0.55,0.9,5,13.95,8.05,74942,38.4,9.55,0.436,11.85,28.85,14.7,22.8,2.4,12.5,18.8,39.8,-78.876307,38.5112574,0.298,0.097,0.182,0.053
Russell County, Virginia,28.6,71.4,10.7,3,73.05,22324.00254,97.5,1,0.1,0.3,0.55,0.6,24.5,17.15,28909,34.6,17.55,0.428,21.95,23.9,16.7,23.65,1,17.15,17.55,42.4,-82.0959342,36.9334198,0.32,0.125,0.17,0.088
Salem city, Virginia,12.5,87.5,29.1,11.1,82.65,26971.12857,88.45,6.85,0.15,1.2,1.45,1.85,11.2,5.3,24970,59.8,8.3,0.44,7.45,33.45,18.5,30.55,0.15,6.1,11.2,40,-80.0552407,37.2853329,0.283,0.108,0.136,0.059
Scott County, Virginia,26.4,73.6,10.3,3.9,70.65,24527.95492,96.95,0.85,0.15,0.2,1.05,0.8,24.55,22.65,22974,20.7,19.25,0.43,23.4,23.8,21.1,20.8,0.7,12.85,20.7,44.3,-82.6136268,36.7127783,0.297,0.106,0.163,0.084
Shenandoah County, Virginia,17.3,82.7,17.5,6.5,72.1,28894.04953,90.5,1.8,0.15,0.55,1.25,5.75,7.45,10.4,41159,20,8.85,0.401,9.55,27.75,16.75,23.6,1.5,12.85,17.6,42.8,-78.5739867,38.856204,0.3,0.119,0.18,0.066
Smyth County, Virginia,24.3,75.7,14.6,4.6,72.45,25361.65461,95.35,1.8,0.15,0.2,1.05,1.4,39.65,11.35,32102,21.3,18.35,0.462,25.75,29.05,16.2,19.15,1.2,8.75,25.6,42.3,-81.5397861,36.8423183,0.314,0.103,0.175,0.088
Southampton County, Virginia,26.6,73.4,12.6,3.5,73.6,26424.29937,58.85,38.7,0.25,0.3,1.1,0.8,27.4,15.15,18373,43.5,15.6,0.412,22.4,24.95,17.9,19.75,2.7,14.25,20.5,42.6,-77.1038556,36.7201725,0.314,0.14,0.153,0.071
Spotsylvania County, Virginia,11.5,88.5,29.9,10.9,79.7,38810.65397,73.1,14.75,0.3,2.25,2.7,7,13.25,6.6,120454,44.8,7.3,0.378,9.75,39.4,16.4,25.6,0.25,10.35,8,35.7,-77.6562804,38.1823112,0.298,0.1,0.135,0.05
Stafford County, Virginia,8.5,91.5,35.4,14.2,77.3,42914.30572,68.95,16.45,0.35,2.65,3.05,8.6,6.65,5.1,124698,43.1,4.1,0.354,4.85,44,14.25,24.4,0.1,10.4,6.9,34.2,-77.4590432,38.4189333,0.317,0.078,0.107,0.049
Staunton city, Virginia,17.3,82.7,28.5,10.3,76.1,26362.58826,83.45,11.65,0.35,0.75,2,1.9,24.75,9.55,23695,54,14.45,0.44,19.75,30.8,18.95,28,0.35,7.9,14.1,42.8,-79.0615011,38.1580558,0.289,0.114,0.168,0.064
Suffolk city, Virginia,15.3,84.7,25.1,8.7,76.2,35185.89397,52.3,41.4,0.25,1.5,1.9,2.7,18.1,8.35,82823,47.9,10.95,0.415,16.3,35.5,14.95,24.35,0.6,9.8,14.75,37.5,-76.6347808,36.6971573,0.324,0.119,0.128,0.068
Surry County, Virginia,21.2,78.8,13.6,5.8,78.7,29919.84349,50.65,46.8,0.15,0.2,1.15,1.1,8.85,11.3,7042,59.2,6.45,0.368,7.9,21.15,18,23.45,1.6,13.5,22.25,43.5,-76.8801717,37.1197611,0.33,0.135,0.157,0.073
Sussex County, Virginia,32.2,67.8,10,3.7,65,20157.1073,38.25,58.5,0.2,0.4,1.05,1.65,34.65,16.65,12069,29.4,18.7,0.408,28.25,19.1,22.1,23.05,4.1,10.95,20.6,41,-77.2597319,36.9266454,0.373,0.132,0.176,0.083
Tazewell County, Virginia,24.4,75.6,14.3,4.2,74.55,23272.09238,94.75,2.9,0.15,0.7,1.05,0.45,22.5,11.75,44692,38.1,16.4,0.436,21.85,28.45,17.45,25.3,0.55,13.95,14.2,43.4,-81.5629237,37.1253949,0.308,0.122,0.168,0.07
Virginia Beach city, Virginia,7.5,92.5,31.9,10.9,73.35,32945.33429,65.55,18.85,0.25,5.7,3.45,6.2,13,4.65,436458,49.2,6.85,0.4,10,38.1,16.2,28.1,0.2,9.35,8.1,34.6,-76.0240202,36.7793219,0.275,0.09,0.133,0.056
Warren County, Virginia,16.7,83.3,21.4,8.1,74.8,34137.02445,89,4.75,0.3,0.9,1.75,3.25,19.4,9.15,36831,34.6,10.4,0.426,12.5,28.6,17.55,24.9,0.3,16.85,11.85,39.1,-78.2071314,38.9081874,0.26,0.115,0.159,0.059
Washington County, Virginia,19.6,80.4,20.5,7.1,76.35,25277.39524,96.25,1.25,0.2,0.4,0.8,1.15,21.55,8.65,53711,31.7,14.35,0.465,20.4,29.85,16.15,25.45,0.65,10.7,17.15,43,-81.9502907,36.7478126,0.294,0.124,0.16,0.071
Waynesboro city, Virginia,18.8,81.2,21.8,7.9,71.25,25559.07429,80.45,10.4,0.35,0.8,2.1,5.9,34.75,11.1,21352,35.5,18.3,0.462,33.1,28.5,16.05,25.25,0,9.9,20.3,38.6,-78.9014197,38.0671571,0.294,0.109,0.165,0.069
Westmoreland County, Virginia,23.5,76.5,15.9,7.5,72.3,27805.64191,63.95,27.9,0.2,0.35,2.25,5.35,16.2,11.4,17378,46,10.9,0.403,13.75,27.4,16.5,25.1,2.55,16.95,11.4,45.7,-76.8041695,38.1091912,0.29,0.128,0.197,0.075
Williamsburg city, Virginia,6.5,93.5,43.3,19.6,91.7,6330.513651,73.75,13.05,0.1,5.3,2.75,5.05,8.7,8.25,13199,60.5,17.7,0.466,17.55,39.3,24.95,26.5,0,4,5.25,23.1,-76.7067172,37.269293,0.286,0.095,0.17,0.134
Winchester city, Virginia,20.3,79.7,29.7,12.9,67.2,25532.34921,71.25,10.65,0.1,2.1,2.25,13.5,30.1,4.4,26090,32,15.8,0.462,24.5,33.35,18.3,20.85,8.2,8.5,10.8,37,-78.1763562,39.1738688,0.297,0.1,0.204,0.068
Wise County, Virginia,29.7,70.3,11.3,3.5,70.45,21771.56889,92.35,5.25,0.2,0.35,0.75,1.05,38.1,9.15,41583,32,20.6,0.437,31.1,25.9,17,26.65,0.35,17.4,12.7,39.4,-82.6215601,36.9745607,0.336,0.133,0.156,0.077
Wythe County, Virginia,23,77,14,4.6,75.15,22275.03302,94.6,3.25,0.05,0.45,0.65,0.95,26.75,11.1,28876,53.2,15.25,0.431,25.3,25,17.85,23.45,1.4,8.35,23.95,42.6,-81.084209,36.9014709,0.288,0.115,0.173,0.067
York County, Virginia,5.5,94.5,41.5,18.1,80.7,37924.39842,74.8,13.4,0.2,4.4,2.8,4.3,5.3,6,63366,52.7,3.7,0.389,4.05,50.3,13.1,22.2,0.1,7.45,6.9,39.3,-76.395533,37.2209139,0.282,0.093,0.099,0.051
Adams County, Washington,32.5,67.5,13.4,4.8,66.15,21489.55778,40.85,0.25,0.35,0.3,1.25,57.05,43.55,13.85,17878,25.5,23.15,0.411,33.45,26.4,14.35,17,11.55,12.15,18.6,29.6,-118.5333078,47.0048395,0.373,0.101,0.248,0.088
Asotin County, Washington,11.1,88.9,18.2,7.3,72.9,22257.1054,93,0.2,1.05,0.6,2.35,2.8,33.5,5.85,21410,32.7,14.4,0.436,23.5,28.55,22.2,22.8,0.9,6.9,18.7,43,-117.2277813,46.1818612,0.291,0.114,0.151,0.088
Benton County, Washington,12,88,27.6,10.7,74.85,31006.75461,76.2,1.25,0.75,2.55,1.95,17.3,25.6,5.95,168127,32.9,12.55,0.415,19.15,37.9,15.65,22.65,3.05,9.8,10.95,35.8,-119.5168636,46.228072,0.324,0.095,0.163,0.087
Chelan County, Washington,16.9,83.1,23.2,8.3,72.35,25015.66921,72.2,0.25,0.75,0.75,1.65,24.4,24.5,9.5,71560,35.3,11.7,0.432,17.2,31.3,18.2,22.1,6.65,9.25,12.55,39.7,-120.6185425,47.8598915,0.268,0.086,0.21,0.077
Clallam County, Washington,8.9,91.1,23.3,9.5,73.85,24798.57461,85.35,0.8,4.5,1.5,3.05,4.85,25.9,5.6,70806,56.6,14.2,0.416,21.45,31.15,21.45,22.45,2.25,11.45,11.25,48.5,-123.9306111,48.1130086,0.274,0.109,0.189,0.099
Clark County, Washington,9.2,90.8,25.7,8.9,75.45,32015.43746,82.9,1.75,0.6,3.9,3.8,7.1,14.05,7.55,420784,34.5,10.7,0.416,14.55,34.2,15.35,26.05,0.35,9.7,14.4,36.2,-122.4859027,45.7716737,0.291,0.087,0.154,0.104
Columbia County, Washington,10.6,89.4,20,6.6,74.15,24926.70286,89.8,0.15,1.95,0.65,1.95,5.55,29.95,10.55,4031,0,15.8,0.453,19.65,36.25,19.1,22.85,4.05,9.2,8.6,47.2,-117.9116345,46.2928505,0.324,0.122,0.153,0.102
Cowlitz County, Washington,13.9,86.1,14.7,4.7,74.75,27034.81238,86.75,0.55,1.1,1.3,3.15,7.15,28.3,7,101142,41.2,16.35,0.42,22.2,27.6,18.25,22.05,2.55,11.7,17.85,39.5,-122.6586822,46.1859234,0.367,0.115,0.162,0.109
Douglas County, Washington,20.7,79.3,17.3,5.9,73.8,23190.08762,69.65,0.3,0.75,0.7,1.8,26.85,23.75,3.8,37288,38.4,14.3,0.399,22,23.95,19.4,25.05,9.75,9.75,12.15,36.6,-119.6958798,47.7358661,0.288,0.098,0.229,0.075
Ferry County, Washington,11.4,88.6,16.7,5.7,72.8,21410.76603,75.6,0.25,16.6,1.25,2.9,3.35,30.45,13.25,7497,40.2,19.95,0.45,22.9,29.6,12.85,25.65,5.05,10.1,16.75,46.4,-118.5170739,48.4372459,0.275,0.091,0.207,0.13
Franklin County, Washington,32.4,67.6,14.6,4.6,68.95,22461.96572,44.25,1.75,0.5,1.8,1.5,50.2,28.45,14.15,73960,16.5,20.2,0.429,27.15,23.35,19.9,20.15,11.75,9.55,15.3,28.4,-118.9069436,46.5345799,0.322,0.091,0.249,0.094
Garfield County, Washington,8.3,91.7,17.7,5.4,68.4,24856.43588,91.9,0,0.1,1.1,1.4,5.5,21.55,10,2197,34.3,14,0.407,15.5,37.2,14.75,19.6,4.9,14.1,9.5,49.7,-117.5367145,46.4294742,0.337,0.152,0.16,0.078
Grant County, Washington,25,75,14.4,4.5,70.55,22740.17778,58.8,0.85,0.9,0.95,1.55,36.95,32.05,7.75,86366,26.5,19.7,0.427,27.2,25.8,16.65,19.75,13.7,9.35,14.7,32.2,-119.467788,47.2136328,0.328,0.087,0.232,0.094
Grays Harbor County, Washington,15.6,84.4,14.5,4.9,71.9,25031.93556,82.5,0.8,3.95,1.3,3.45,7.9,27,8.45,71957,44.4,16,0.429,21.95,23.7,22.45,22.2,3.2,12.45,16.05,41.6,-123.8270425,47.1427856,0.327,0.13,0.21,0.125
Island County, Washington,5.2,94.8,29.8,11.3,66.25,28786.70286,84.5,1.8,0.65,4.1,4.1,4.85,11.05,4.1,79614,37.9,7.85,0.39,11.65,33.45,19.3,24.75,0.45,12.5,9.6,42.4,-122.6705032,48.1584361,0.262,0.1,0.14,0.082
Jefferson County, Washington,5.8,94.2,34.8,15.4,72.85,22075.42222,89.8,0.7,2,1.3,3.35,2.75,22.85,7.9,29547,49.1,13.15,0.446,20.05,37,16.65,23.6,1.65,11.75,9.3,52.7,-123.5218104,47.8026411,0.251,0.095,0.162,0.094
King County, Washington,8.1,91.9,45.2,16.4,77,38516.32191,66.7,5.85,0.65,13.75,4.75,8.2,13.75,8.75,1895018,51.2,9.95,0.456,12.05,46.9,14.35,23.2,0.2,6.6,8.85,36.9,-121.8323748,47.4935537,0.225,0.068,0.139,0.068
Kitsap County, Washington,7.3,92.7,28,10,71.4,31583.19365,80.45,2.5,1.35,4.6,5.5,5.55,14.15,5.2,244979,51.9,9.15,0.416,11.15,37.25,18.2,22.95,0.4,11.3,9.9,38.9,-122.6496358,47.6396874,0.297,0.086,0.132,0.074
Kittitas County, Washington,10.2,89.8,31.9,11.8,81.8,17021.49397,86.2,0.6,0.75,2.55,2.75,7.2,26.4,6.65,39671,42.6,22,0.477,19.65,33.3,20.55,23.95,2.7,11.65,7.95,32.2,-120.6767136,47.1244443,0.27,0.065,0.186,0.083
Klickitat County, Washington,12.8,87.2,17.9,5.6,77.9,23527.83651,84.05,0.2,2.55,0.6,2.6,9.95,29.45,10.2,20192,53.9,19.65,0.439,31.05,31.85,14.95,18.45,5.5,12.9,16.4,44.9,-120.7801171,45.8695091,0.278,0.092,0.197,0.096
Lewis County, Washington,15.1,84.9,15,5.8,73.45,26023.88857,87,0.5,1.05,0.75,2.65,8.1,24.75,8.75,74457,33.1,13.35,0.405,18.7,26.95,17.75,22.7,3.4,11.85,17.3,41.1,-122.3774443,46.5800714,0.324,0.106,0.183,0.124
Lincoln County, Washington,8.7,91.3,20.3,6.3,76.5,26165.30032,93,0.25,2,0.2,2.1,2.5,15.15,5.85,10406,46.7,12.35,0.41,22.65,36.85,18.85,21.55,2.95,10.2,9.6,46.7,-118.4176675,47.5827176,0.317,0.107,0.164,0.077
Mason County, Washington,13.4,86.6,17.9,5.7,71.8,27107.25588,83.65,1.1,3.2,1.25,3.55,7.3,20.4,9.8,58520,28.7,15.35,0.414,19.75,29.05,18.8,22.85,3.1,12.45,13.8,43.6,-123.1738498,47.3541257,0.322,0.1,0.196,0.104
Okanogan County, Washington,16.2,83.8,17.7,7,70.75,22175.92508,69.25,0.35,10.4,0.65,2.3,17,25.95,9.6,40413,32.2,19.55,0.452,27.1,31.6,18,23.45,7.15,8.95,10.8,42.2,-119.6910346,48.5509709,0.294,0.097,0.24,0.092
Pacific County, Washington,13.9,86.1,16.8,6,72.35,23403.81715,85.2,0.3,2.05,2,2.95,7.45,31.3,9.7,21130,58.3,16.65,0.44,20.7,30.05,20.25,21.25,5.5,8.9,14.05,49.8,-123.7824193,46.5565866,0.35,0.129,0.217,0.113
Pend Oreille County, Washington,12.3,87.7,17.9,6.1,73.4,23182.72476,90.45,0.3,4.3,0.8,2.15,2.05,37.95,12,12868,18.4,18.65,0.474,26.25,30,18.65,18.2,2.15,16.25,14.75,46.4,-117.2321828,48.5438774,0.296,0.096,0.17,0.116
Pierce County, Washington,10.2,89.8,23.4,8.1,71.1,32652.56921,71.85,6.55,1.1,5.7,6.4,8.4,15.95,8.55,784782,36.2,11.6,0.413,14.65,32.1,17.7,26.25,0.3,10.35,13.4,35.6,-122.144709,47.0407155,0.314,0.102,0.155,0.089
San Juan County, Washington,5.7,94.3,44.9,18.3,72.4,29121.43936,91.55,0.35,0.6,1.3,1.85,4.3,20.6,5.75,15532,51.9,9.8,0.476,13.25,36.2,18.9,21.95,0.5,16.35,6.15,51.9,-123.1006162,48.5088615,0.185,0.067,0.207,0.062
Skagit County, Washington,12.3,87.7,23.2,8.7,72.55,28732.28476,78.05,0.55,1.55,1.85,2.2,15.7,18.6,6.15,116526,42.4,12.05,0.42,16.6,29.5,17.35,24.35,3.45,10.55,14.75,39.9,-121.8162777,48.4930662,0.278,0.081,0.193,0.092
Skamania County, Washington,9.8,90.2,19.7,6.8,77.1,28449.0054,89.4,0.25,1.85,0.75,2.55,5.3,6.6,5,10866,35,8.6,0.413,8.65,31.45,19.5,21.9,2.4,10.9,13.95,43.1,-121.9532269,46.0247815,0.318,0.084,0.16,0.108
Snohomish County, Washington,9.3,90.7,28.2,8.3,73.75,36464.12286,76.25,2.25,1.15,8.35,4.05,8,11.8,7.5,693522,38.2,8.3,0.395,10.65,35.55,15.65,25.9,0.5,11.3,11.05,36.7,-121.7664118,48.054913,0.291,0.082,0.148,0.078
Spokane County, Washington,8,92,27.9,10.1,75.75,26726.46508,87.4,1.55,1.2,2.1,3.5,4.2,20.15,8.55,463074,42.1,14,0.443,16.9,34.65,18.6,27.45,0.3,7.65,11.3,36.6,-117.4043916,47.6203793,0.28,0.088,0.157,0.086
Stevens County, Washington,9.8,90.2,19.2,5.8,76,24754.08159,88.05,0.4,5.1,0.65,3.1,2.65,23.35,10.6,42632,38.2,15.1,0.422,20.35,29.4,18.6,24.65,1.75,12.05,13.5,44,-117.8548968,48.3906475,0.278,0.096,0.179,0.115
Thurston County, Washington,7.4,92.6,31.6,12.4,74.85,35119.40127,79.9,2.6,1.3,5.05,4.6,6.5,17,5.8,245756,38.8,10.15,0.407,12.9,40.35,16.6,25.3,0.7,8.35,8.75,38.3,-122.8294407,46.9325978,0.286,0.093,0.139,0.078
Wahkiakum County, Washington,7.6,92.4,15.3,4.6,81.5,21954.83143,92.85,0.1,1.15,0.4,2.8,2.75,9.05,11.85,3976,51.4,10.6,0.386,10.65,26.9,13.75,27.7,6.85,12.35,12.4,51.1,-123.4244583,46.2946377,0.308,0.123,0.173,0.122
Walla Walla County, Washington,13.4,86.6,24.2,10,80.95,22105.4673,75.2,1.55,0.8,1.4,2.1,18.95,29.6,9.45,58288,36.3,18.15,0.442,25.9,34.35,22.25,22.2,4.9,6.4,9.9,36.9,-118.4803741,46.2546061,0.276,0.09,0.184,0.072
Whatcom County, Washington,9.3,90.7,31.7,10.7,76.7,24367.51302,82.95,0.95,2.5,3.55,2.8,7.25,17.15,7.25,197013,39.6,15.2,0.438,14.65,32.2,19.25,26.25,1.75,8.8,11.75,36.2,-121.8364325,48.8426531,0.253,0.085,0.192,0.075
Whitman County, Washington,4.3,95.7,47.4,21.6,90.7,11947.70254,82.7,1.85,0.6,7.35,3.15,4.35,15.65,6.3,43284,47.9,28.35,0.498,13.95,45.15,20.6,21.6,1.4,4.45,6.75,24.3,-117.5229619,46.9033216,0.278,0.071,0.159,0.063
Yakima County, Washington,29.2,70.8,15.6,6,71.2,21733.37429,49.55,0.8,3.75,1,1.95,42.9,35.1,12.3,238071,28.1,21.3,0.437,31.05,25.7,17.55,21.55,11.3,7.45,16.45,32.3,-120.7401446,46.4565581,0.319,0.096,0.253,0.098
Barbour County, West Virginia,19.6,80.4,13.3,4.9,75.9,19515.60349,96.5,0.6,0.7,0.2,1.5,0.5,34.3,14,16055,39.4,20.1,0.452,30.8,22.2,16.6,21.9,1.15,18.35,19.75,41.3,-79.9969144,39.1397543,0.319,0.121,0.203,0.078
Berkeley County, West Virginia,15.1,84.9,19.7,7.5,72.4,30884.14476,86.95,6.2,0.15,0.75,2.35,3.5,17.9,7.15,101613,30.4,9.9,0.409,12.9,30.05,16.3,24.3,0.1,12.85,16.4,37.1,-78.0323378,39.4578544,0.333,0.118,0.172,0.07
Boone County, West Virginia,28.5,71.5,8.2,3.3,70.85,30875.56191,97.95,0.9,0.05,0.05,0.45,0.6,32.4,12.2,24814,20.6,19.2,0.44,25.9,27.8,15.65,20.15,0.2,21.4,14.75,40.9,-81.7133139,38.0228383,0.335,0.137,0.162,0.109
Braxton County, West Virginia,26.1,73.9,9.5,3.1,66.95,22847.85302,97.55,0.6,0.35,0.25,0.85,0.45,29.8,13.55,14538,38.7,20.75,0.432,30.15,20.7,20.4,20.5,1.85,21.15,15.4,42.6,-80.731649,38.6993021,0.34,0.144,0.207,0.095
Brooke County, West Virginia,12.1,87.9,15.6,5.7,78.8,24398.16476,96.75,1.2,0.15,0.4,1.1,0.5,19.1,7.4,23935,46.7,10.45,0.426,15,26.75,22.2,24.35,0.15,10.7,15.85,44.5,-80.5786912,40.2726454,0.344,0.163,0.166,0.096
Cabell County, West Virginia,14.3,85.7,23,9.7,76.35,22291.17365,91.4,4.7,0.15,1,1.75,1.05,32.45,10.6,95435,38.2,20.8,0.481,27.4,33.05,21.05,27.6,0.1,7.1,11.05,38.9,-82.2433916,38.41958,0.339,0.132,0.174,0.068
Calhoun County, West Virginia,28.3,71.7,8,2.7,71.55,20271.2527,96,0.3,0.15,0.1,3.05,0.35,43.75,6.6,7418,44.6,20.3,0.481,32.4,18.65,21.25,19.45,4.05,21.95,14.6,44.5,-81.1154775,38.8441591,0.359,0.146,0.223,0.109
Clay County, West Virginia,27,73,8.3,4.2,75.55,25630.08064,98.05,0.3,0.1,0.05,1.35,0.2,39.1,17.6,9723,56.1,24.45,0.46,29.9,24.6,15.9,23.45,0.2,19.6,16.25,41.3,-81.0818663,38.4598259,0.383,0.146,0.191,0.123
Doddridge County, West Virginia,26.1,73.9,8,1.6,72.4,20491.64381,96.85,0.7,0.15,0.1,1.7,0.55,52.25,20.95,7720,18.8,24.75,0.419,36.2,17.3,22.85,22.55,1.15,19.55,16.6,41.8,-80.701147,39.2634818,0.351,0.126,0.207,0.071
Fayette County, West Virginia,23.4,76.6,10.7,3.5,75.5,22215.29238,92.55,5,0.3,0.3,1.05,0.85,31.6,14,46139,31.8,20.95,0.431,30.2,26.35,18,26.9,0.45,15.65,12.65,41.9,-81.0860508,38.0309328,0.334,0.13,0.206,0.082
Gilmer County, West Virginia,25.1,74.9,12.2,4.3,77.7,11725.97492,78.65,12.3,0.55,0.75,2.55,5.3,49.65,14.45,7791,44.4,29.4,0.477,33.75,21.85,34.9,18,0.2,11.7,13.45,38.6,-80.8494093,38.9158652,0.356,0.11,0.216,0.07
Grant County, West Virginia,20.6,79.4,11.5,4.4,72.8,24088.75969,97.4,0.6,0.1,0.1,0.9,0.9,27.8,15.4,11863,38,14.1,0.395,16.25,22.5,15.75,20.15,1.55,15.25,24.8,42.8,-79.195064,39.1059882,0.334,0.156,0.194,0.108
Greenbrier County, West Virginia,22.2,77.8,17.2,6.7,73.35,22476.35397,94.05,3.05,0.2,0.2,1.35,1.05,30,13.55,35045,41.4,18.75,0.45,22.3,28,22.8,20.15,2.9,12.2,14.05,44.5,-80.4505904,37.9244182,0.302,0.124,0.197,0.078
Hampshire County, West Virginia,21.6,78.4,9.4,3.5,75,24429.94191,96.5,0.8,0.2,0.2,1.45,0.9,21.75,16.5,23182,24,16.2,0.418,23.7,19.1,17,19.7,1.5,16.25,26.45,41.4,-78.6119886,39.3121395,0.342,0.104,0.229,0.075
Hancock County, West Virginia,12.5,87.5,15.3,5,76.9,24908.5108,95.1,2.25,0.05,0.3,1.35,0.95,30.9,6.8,30445,40.3,14.4,0.459,22.75,27.3,21.05,23.8,0.2,8.95,18.7,44.6,-80.5700565,40.5169313,0.326,0.142,0.165,0.094
Hardy County, West Virginia,19.1,80.9,9.5,3.7,74.8,23414.83524,94.35,1.8,0.15,0.5,0.5,2.65,25.8,14,13756,28.5,14.1,0.417,21.9,19.4,14.25,17.15,3.3,14.7,31.25,40.8,-78.8436412,39.0108182,0.32,0.122,0.185,0.082
Harrison County, West Virginia,15.9,84.1,17.6,6,73.75,25126.72095,95.1,1.5,0.15,0.55,1.5,1.25,34.75,8.95,68731,32.1,18.9,0.444,29.35,30.85,18,27.35,0.45,11.45,11.9,41.5,-80.3864869,39.2791993,0.32,0.129,0.194,0.063
Jackson County, West Virginia,17.8,82.2,14.5,4.2,75.4,27373.0727,97.95,0.15,0.05,0.35,1,0.5,24.1,10.3,28675,37.1,16.95,0.424,25.45,33.15,15.2,23.9,0.1,10.85,16.75,41.6,-81.6777168,38.8342339,0.348,0.131,0.182,0.091
Jefferson County, West Virginia,14.8,85.2,27.7,10.9,80.85,34317.12318,86.1,6.6,0.2,0.95,1.9,4.25,8.3,7.45,52144,40.5,8,0.404,9.45,37.4,17.15,24.25,0.3,11.25,9.6,38.4,-77.86322,39.3073985,0.335,0.121,0.159,0.051
